ZB6|Armure complète tardive|Fin du XVe siècle|Largement décorée, poli miroir.|9900|full|ZB6am.jpg|6|ZB6a.jpg;ZB6b.jpg;ZB6c.jpg;ZB6d.jpg;ZB6f.jpg;ZB6h.jpg
ZB1|Armure complète tardive|Allemagne · fin du XVe siècle|Largement décorée, poli miroir.|Environ 11000|full|JF1M.jpg|6|JF1.jpg;JF3.jpg;JF4.jpg;JF5.jpg;JF7.jpg;JF8.jpg
ZB3|Armure simple d'officier|Fin du XVe siècle|Salade, protection du corps, bras jusqu'aux coudes, jambes jusqu'aux genoux et gantelets articulés, légèrement rainurée.|3500|full|Soldat.jpg|2|Rose.jpg;SoldatV.jpg
ZB4|Armure d'officier|Fin du XVe siècle|Casque, protection du corps, bras complets, jambes complètes et gantelets-mitaines, légèrement rainurée.|5900|full|vincm.jpg|3|102a.jpg;vincv.jpg;vincv2.jpg
ZB5|Armure de cavalier|Début du XVIe siècle|Col, protection complète du corps, des bras et des jambes avec bottes incluses, gantelets articulés, très polie.|8400|full|Armurejm2.jpg|3|Armurejv.jpg;Armurejv2.jpg;Armurejv3.jpg
