ZB6|Late medieval full plate armour|Late XVth century|Highly decorated, mirror polish.|9900|full|ZB6am.jpg|6|ZB6a.jpg;ZB6b.jpg;ZB6c.jpg;ZB6d.jpg;ZB6f.jpg;ZB6h.jpg
ZB1|Late medieval full plate armour|Germany · late XVth century|Highly decorated, mirror polish.|approx. 11000|full|JF1M.jpg|6|JF1.jpg;JF3.jpg;JF4.jpg;JF5.jpg;JF7.jpg;JF8.jpg
ZB3|Simple officer's armour|Late XVth century|Sallet, body protection, upper arms, upper legs and articulated gauntlets, slightly fluted.|3500|full|Soldat.jpg|2|Rose.jpg;SoldatV.jpg
ZB4|Officer's armour|Late XVth century|Helmet, body protection, full arms, legs and mitten gauntlets, slightly fluted.|5900|full|vincm.jpg|3|102a.jpg;vincv.jpg;vincv2.jpg
ZB5|Cavalry armour|Early XVIth century|Armet, collar, full body protection, full arms, full legs incl. boots and articulated gauntlets, mirror polish.|8400|full|Armurejm2.jpg|3|Armurejv.jpg;Armurejv2.jpg;Armurejv3.jpg
